miRNAs,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa-miR-1265,-1.21416409505642,8.62258979772289,-4.56003577275242,0.000243395323468238,0.00357914784964168,0.30002662627196
hcmv-miR-UL70-5p,-1.21957460123838,5.28881544771198,-5.23853116188989,5.57884982165692e-05,0.00118465168151715,1.7658380704333
hsa-miR-223-5p,-1.24417567092853,4.95946054416547,-4.55848295782524,0.000244228253075021,0.00357914784964168,0.296637300361337
hsa-miR-574-5p,-1.24731692326829,11.7468390819729,-3.95251103252794,0.000935507243624257,0.00940478538155593,-1.03038074315206
hsa-miR-639,-1.27879374917116,6.42376304078408,-4.35322355234477,0.000384162424474274,0.00515769035697396,-0.152210219799763
hsa-miR-1306-3p,-1.27920833788915,5.02965375496974,-6.60666984203828,3.35448787124777e-06,0.000131711118114464,4.57420018246254
hsa-miR-374c-5p,-1.28559043209554,6.06952390322419,-4.18871030938401,0.000553229146018684,0.00665473903390104,-0.512730921120739
hsa-miR-5000-3p,-1.2950533111873,5.98243642948964,-4.11358663263719,0.000653722780089636,0.00751600610699742,-0.677430196620184
hsa-miR-4446-3p,-1.29845589262843,5.23733347366412,-5.05911225555057,8.20126271561409e-05,0.00153755204605342,1.3817464998737
hsa-miR-550b-3p,-1.31082159837212,6.79939443668611,-4.67697617357171,0.000188277719014143,0.00305543721263943,0.55492705535025
hsa-miR-374b-5p,-1.35566190176703,7.26168060532117,-4.45119734656901,0.000309368296028179,0.00429196949356427,0.0622174991499351
hsa-miR-4539,-1.3801802627504,7.2701307704235,-4.42336786886095,0.000328974965884871,0.00453375433116833,0.00133894566835924
hsa-miR-4782-5p,-1.38040149105787,5.87109591799566,-4.0902695043297,0.000688508085162351,0.00778687676751551,-0.728546063566876
hsa-miR-3065-5p,-1.42282814877969,6.59724074480661,-4.33732538621209,0.000397920747571368,0.00530816074164114,-0.187029952556316
hsa-miR-208a-5p,-1.42566963992339,6.28515272962135,-4.13772932346378,0.000619567548968817,0.00720290541566541,-0.624501215943119
hcmv-miR-UL22A-3p,-1.43340197479749,6.45705788111184,-4.83773710517309,0.000132516502733067,0.00235698155715823,0.904043832456307
hsa-miR-130b-5p,-1.47025925328076,7.62613696689421,-7.39913522365172,7.37218507914372e-07,4.38329061419945e-05,6.08648232153844
hsa-miR-502-3p,-1.47462990786472,5.77908667087667,-4.25981464546476,0.000472477401468447,0.00599527727107218,-0.35686388180171
hsa-miR-875-3p,-1.47945558727831,5.34751960406786,-6.01256914136312,1.10425186452667e-05,0.000348173959103029,3.38347755061942
hsa-miR-3692-3p,-1.49114691897347,6.48963288539779,-4.49243578381424,0.000282467684354737,0.00397172466987979,0.152378432952337
hsa-miR-1270,-1.49929895969676,8.84033910636067,-5.255997260086,5.3744516427891e-05,0.00115301380089115,1.8030664294784
hsa-miR-500a-3p,-1.49997874379832,5.48354362001434,-5.31377372584929,4.7513244705775e-05,0.00105186236417785,1.9259992352099
hsa-miR-203b-5p,-1.51132824220869,5.61884888555436,-6.61569703372178,3.29550609863432e-06,0.000131711118114464,4.59192344282437
hsa-miR-4321,-1.51384956669167,5.78295162185623,-4.6871412569358,0.000184131027280676,0.00301713911630777,0.577049579891925
hsa-miR-409-3p,-1.51646182081081,6.57508103398033,-3.9313374924668,0.000980670722519612,0.00971797987411101,-1.0767338632927
ebv-miR-BHRF1-2-3p,-1.52791207299656,6.70098794844786,-5.82285225789479,1.63131728977483e-05,0.000465037161646771,2.9935150283538
hsa-miR-4755-3p,-1.54091430748379,5.9582607323231,-4.37940801018294,0.00036254228156826,0.00490119821361932,-0.0948752441079854
hsa-miR-4658,-1.54801785231857,9.52032832153671,-4.18214418201959,0.000561354719807144,0.00671367340183142,-0.527126207255533
hsa-miR-1293,-1.56357832724997,7.18554717367445,-4.56247686148066,0.000242091746233172,0.00357914784964168,0.305354560592785
hsa-miR-132-3p,-1.59457290118211,6.85478493587473,-3.99232288124201,0.00085615804713882,0.00903692721032016,-0.943190641849215
hsa-miR-4289,-1.62258457740927,8.01731635945811,-4.71150028726702,0.000174567826655885,0.00288314005770552,0.630038174562128
hsa-miR-3680-3p,-1.62753727705585,6.02441632787083,-4.75252050328242,0.00015959005602138,0.00272218775885649,0.71918880122825
hsa-miRPlus-C1110,-1.63176436340418,8.98724314477536,-4.67425258124387,0.000189404805588893,0.00305543721263943,0.548998627189984
hsa-miR-517-5p,-1.67615048230324,6.99000472893451,-5.54797187883449,2.89439639519755e-05,0.000725691433542904,2.42073756367077
hsa-miR-147a,-1.68063619228739,7.13540865865669,-5.16962751279579,6.46598041902823e-05,0.0012814957382855,1.61868517838387
hsa-miR-4762-5p,-1.71359588193806,10.5672349764529,-6.3440533380483,5.64728017891644e-06,0.000195866500872085,4.05369890884752
hsa-miR-4760-3p,-1.72408603837385,4.48388362996592,-4.40742735204142,0.000340767427225378,0.00466537510563165,-0.0335431391899386
hsa-miR-497-5p,-1.75406814276115,6.54355635576974,-5.35206952924685,4.3795489746123e-05,0.000997983297035944,2.00729619095211
hsa-miR-125b-2-3p,-1.75690246578279,8.17829583043231,-4.14518221776458,0.000609391016001349,0.00712439721516184,-0.60816154960931
hsa-miR-30e-5p,-1.78836732505989,9.27170327559423,-3.93619502031194,0.000970120090562266,0.0096594253993305,-1.06610098363438
hsa-miRPlus-A1086,-1.79443499081829,5.34358264509523,-5.7760739635118,1.79733688976164e-05,0.000498701075679197,2.89667626989858
hsa-miR-5694,-1.8162928726748,8.32503384893051,-6.85781925437962,2.05625113160603e-06,9.10438001036627e-05,5.0630524022782
hsa-miR-92a-3p,-1.85961073513182,9.92839869964107,-4.81954368875185,0.000137874450334971,0.00243149772158538,0.864619381786045
hsa-miR-96-3p,-1.88515093194363,5.40761951624137,-9.16851993539399,3.37498487950407e-08,5.29131400360295e-06,9.14577837881645
hsa-miR-147b,-1.88902977629844,6.92075438999265,-5.02196375998919,8.88601530345501e-05,0.00165105337915088,1.30186030708616
hsa-miR-4456,-1.88925108925773,10.0704102095229,-4.05578113171364,0.000743401915936641,0.00822882652693697,-0.804142060924266
hsa-miR-584-5p,-1.90719891680227,11.2653322784232,-5.30119804495476,4.88034068953924e-05,0.00106905147104538,1.89927008161389
hsa-miR-3150a-5p,-1.91877577952933,9.28707618241266,-5.20053926439319,6.0513875932628e-05,0.0012346017236843,1.68475739270334
hsa-miR-26b-5p,-1.93250975068633,11.5689227185797,-4.49684322829523,0.000279736526934829,0.00397172466987979,0.162010746748899
hsa-miR-19b-3p,-1.93301585466402,7.4561424937942,-4.29294854228534,0.000439018214166866,0.00575033665851044,-0.284251261182551
hsa-miR-4733-3p,-1.94646327233353,7.35361368634689,-5.50509139027848,3.16783934318665e-05,0.000784794484901358,2.33059846854192
hsa-miR-543,-1.95337139157412,5.45797615919759,-4.4950845800184,0.00028082308362902,0.00397172466987979,0.158167375348724
hsa-miR-4425,-1.99453551762417,7.32894606099815,-4.23181365886962,0.000502753232338399,0.00619070696151602,-0.418239133740053
hsa-miR-635,-2.03023581673993,7.71973051359099,-8.92021334077518,5.08043057237174e-08,5.56440843216084e-06,8.74211443074252
hsa-miR-599,-2.03270476141853,5.56963492237545,-7.77720053179113,3.68669736824068e-07,2.4748442655835e-05,6.77663328935734
hsa-miR-3144-3p,-2.03737223842332,7.09470555122155,-8.02871778934759,2.34952104446946e-07,1.74619760483605e-05,7.22460916781911
hsa-miR-559,-2.04766794767576,10.5028087142857,-5.61028572170777,2.53954039171454e-05,0.000644485799409507,2.55135767341687
